"","VIC_EDAD","VIC_ESCOLARIDAD","QUIEN_REPORTA","AGR_EDAD","AGR_ESCOLARIDAD","OTRAS_VICTIMAS","VIC_OTRAS_MUJ","HEC_ANO","ANO_EMISION","NUM_MES_EMISION","cluster_k"
"14629",54,0,1,23,0,1,0,2008,2008,9,3
"14630",25,0,1,30,5,6,0,2008,2008,9,2
"14631",33,14,1,31,6,4,0,2008,2008,9,3
"14632",24,4,1,26,6,2,0,2008,2008,9,2
"14633",20,5,1,21,5,1,0,2008,2008,9,2
"14634",35,10,1,36,10,4,0,2008,2008,9,3
"14635",48,6,1,52,6,6,0,2008,2008,9,1
"14636",40,3,1,54,6,7,2,2008,2008,9,1
"14637",43,6,1,45,10,6,0,2008,2008,9,1
"14638",18,6,1,21,10,2,0,2008,2008,9,2
"14639",24,3,1,28,10,3,0,2008,2008,9,2
"14640",23,10,2,24,10,2,0,2008,2008,9,2
"14641",16,10,1,19,12,2,0,2008,2008,9,2
"14642",22,10,1,27,10,3,0,2008,2008,9,2
"14643",44,1,1,49,5,1,0,2008,2008,9,1
"14644",19,4,1,16,6,2,0,2008,2008,9,2
"14645",54,0,1,58,6,2,0,2008,2008,9,1
"14646",19,10,1,18,10,2,0,2008,2008,9,2
"14647",42,3,1,42,6,6,1,2008,2008,9,3
"14648",28,3,1,30,10,5,0,2008,2008,9,2
"14649",25,6,1,30,6,1,0,2008,2008,9,2
"14650",32,6,1,36,6,10,1,2008,2008,9,3
"14651",19,6,1,25,6,3,1,2008,2008,9,2
"14652",30,6,1,40,6,5,0,2008,2008,9,3
"14653",47,6,1,49,6,2,1,2008,2008,9,1
"14654",35,14,1,38,6,1,0,2008,2008,9,3
"14655",17,6,1,29,6,2,0,2008,2008,9,2
"14656",25,0,1,27,3,4,0,2008,2008,9,2
"14657",40,6,1,45,6,5,1,2008,2008,9,3
"14658",25,10,1,25,10,10,6,2008,2008,9,2
"14660",37,10,1,35,14,3,0,2008,2008,9,3
"14662",23,6,1,25,6,2,0,2008,2008,9,2
"14663",22,6,1,24,6,4,2,2008,2008,9,2
"14664",27,2,2,68,2,4,0,2008,2008,9,1
"14665",37,3,1,33,3,2,0,2008,2008,9,3
"14666",32,4,1,39,6,1,0,2008,2008,9,3
"14667",38,6,1,40,7,1,0,2008,2008,9,3
"14668",20,9,1,25,21,2,1,2008,2008,9,2
"14669",16,8,2,19,14,1,0,2008,2008,9,2
"14670",35,2,1,35,2,4,0,2008,2008,9,3
"14671",45,2,1,54,0,1,0,2008,2008,9,1
"14672",58,0,1,45,7,1,0,2008,2008,9,1
"14673",25,15,1,26,15,1,0,2008,2008,9,2
"14674",43,7,1,43,11,1,0,2008,2008,9,3
"14675",40,7,1,46,7,1,0,2008,2008,9,3
"14676",19,7,1,26,7,1,0,2008,2008,9,2
"14677",56,7,1,54,0,1,0,2008,2008,9,1
"14678",18,7,1,21,7,1,0,2008,2008,9,2
"14679",78,0,1,36,15,1,0,2008,2008,9,1
"14680",21,10,1,25,12,2,0,2008,2008,9,2
"14681",50,0,1,55,6,1,0,2008,2008,9,1
"14682",27,7,1,26,7,1,0,2008,2008,9,2
"14683",24,11,1,26,11,1,0,2008,2008,9,2
"14684",38,7,1,44,7,1,0,2008,2008,9,3
"14685",39,7,1,43,7,1,0,2008,2008,9,3
"14686",29,7,1,36,7,1,0,2008,2008,9,3
"14687",39,0,1,48,7,1,0,2008,2008,9,1
"14690",53,7,1,56,7,1,0,2008,2008,9,1
"14691",33,0,1,38,7,1,0,2008,2008,9,3
"14692",30,14,1,33,14,1,0,2008,2008,9,3
"14693",39,7,1,38,7,1,0,2008,2008,9,3
"14695",35,7,1,42,7,1,0,2008,2008,9,3
"14696",34,0,1,38,0,1,0,2008,2008,9,3
"14698",32,4,1,38,6,6,0,2008,2008,9,3
"14699",38,8,1,37,2,6,0,2008,2008,9,3
"14700",34,5,1,40,13,1,0,2008,2008,9,3
"14702",20,3,1,23,14,1,0,2008,2008,9,2
"14703",37,5,1,47,2,7,0,2008,2008,9,3
"14704",50,0,1,52,6,1,0,2008,2008,9,1
"14705",50,0,1,52,7,1,0,2008,2008,9,1
"14706",20,7,1,24,15,1,0,2008,2008,9,2
"14707",34,7,1,39,7,7,0,2008,2008,9,3
"14708",24,7,1,25,7,4,0,2008,2008,9,2
"14709",45,7,1,47,7,4,0,2008,2008,9,1
"14710",16,4,2,18,0,1,0,2008,2008,9,2
"14711",15,8,2,26,9,1,0,2008,2008,9,2
"14712",27,2,1,32,6,6,4,2008,2008,9,2
"14713",45,10,1,45,2,4,0,2008,2008,9,1
"14714",51,0,1,55,0,2,0,2008,2008,9,1
"14715",23,15,1,22,11,1,0,2008,2008,9,2
"14716",15,11,1,26,11,1,0,2008,2008,9,2
"14718",54,7,1,55,7,1,0,2008,2008,9,1
"14719",36,1,1,42,8,6,2,2008,2008,9,3
"14720",34,0,1,48,0,1,0,2008,2008,9,3
"14721",45,0,1,48,7,1,0,2008,2008,9,1
"14723",36,6,1,18,10,6,0,2008,2008,9,2
"14724",46,6,1,46,10,1,0,2008,2008,9,1
"14725",30,14,1,42,14,1,0,2008,2008,9,3
"14726",30,23,1,42,23,4,0,2008,2008,9,3
"14728",26,0,1,27,0,3,0,2008,2008,9,2
"14729",30,15,1,34,7,1,0,2008,2008,9,3
"14730",47,7,1,47,7,1,0,2008,2008,9,1
"14733",29,10,1,31,10,3,0,2008,2008,9,2
"14736",20,11,1,25,11,4,2,2008,2008,9,2
"14740",29,15,1,46,15,4,0,2008,2008,9,3
"14742",40,10,1,24,3,3,0,2008,2008,9,3
"14743",47,0,1,55,7,1,0,2008,2008,9,1
"14744",35,6,1,39,6,1,0,2008,2008,9,3
"14745",46,6,1,48,0,4,0,2008,2008,9,1
"14746",16,0,1,20,0,2,0,2008,2008,9,2
"14747",29,7,1,32,7,3,0,2008,2008,9,3
"14748",13,7,2,33,7,1,0,2008,2008,9,2
"14749",46,5,1,23,6,1,0,2008,2008,9,3
"14750",22,0,1,22,6,3,0,2008,2008,9,2
"14751",39,0,1,32,6,6,0,2008,2008,9,3
"14753",35,0,1,48,0,1,0,2008,2008,9,3
"14754",16,10,1,19,10,1,0,2008,2008,9,2
"14756",38,10,1,36,2,1,0,2008,2008,9,3
"14757",30,10,1,32,6,1,0,2008,2008,9,3
"14760",18,6,1,18,3,1,0,2008,2008,9,2
"14765",23,2,1,23,6,1,0,2008,2008,9,2
"14768",18,10,1,24,0,1,0,2008,2008,9,2
"14774",26,7,1,26,7,2,0,2008,2008,9,2
"14775",29,7,1,31,11,4,0,2008,2008,9,2
"14777",32,3,1,36,15,4,0,2008,2008,9,3
"14778",38,11,1,40,11,2,1,2008,2008,9,3
"14783",21,9,1,31,10,1,0,2008,2008,9,2
"14784",31,0,1,31,6,1,0,2008,2008,9,3
"14785",26,6,1,27,2,1,0,2008,2008,9,2
"14786",16,7,2,30,7,2,1,2008,2008,9,2
"14788",20,7,1,28,7,2,0,2008,2008,9,2
"14789",28,6,1,32,6,1,0,2008,2008,9,2
"14790",30,10,1,65,14,3,0,2008,2008,9,1
"14791",46,3,1,68,6,1,0,2008,2008,9,1
"14792",25,10,1,24,10,1,0,2008,2008,9,2
"14793",30,6,1,23,10,1,0,2008,2008,9,2
"14794",33,3,1,30,10,1,0,2008,2008,9,3
"14795",23,10,1,25,14,3,0,2008,2008,9,2
"14799",39,2,1,33,6,2,0,2008,2008,9,3
"14801",24,10,1,25,10,1,0,2008,2008,9,2
"14802",32,6,1,35,10,5,0,2008,2008,9,3
"14803",34,3,1,24,0,1,0,2008,2008,9,2
"14804",26,14,1,32,14,3,0,2008,2008,9,2
"14805",15,9,1,18,0,1,0,2008,2008,9,2
"14806",25,1,1,32,14,1,0,2008,2008,9,2
"14809",37,11,1,38,11,2,0,2008,2008,9,3
"14813",14,6,1,35,10,2,0,2008,2008,9,2
"14814",23,0,1,34,10,2,0,2008,2008,9,2
"14815",39,10,1,36,10,2,0,2008,2008,9,3
"14816",29,14,2,46,14,4,2,2008,2008,9,3
"14817",25,3,2,35,8,2,0,2008,2008,9,2
"14818",29,14,2,29,14,1,0,2008,2008,9,2
"14819",32,6,1,34,4,5,0,2008,2008,9,3
"14820",32,3,1,35,6,1,0,2008,2008,9,3
"14821",23,10,1,25,13,1,0,2008,2008,9,2
"14822",15,6,1,20,8,1,0,2008,2008,9,2
"14823",37,10,1,42,10,3,0,2008,2008,9,3
"14824",33,9,1,35,6,4,0,2008,2008,9,3
"14825",20,10,1,54,0,4,1,2008,2008,9,3
"14826",19,3,1,21,5,1,0,2008,2008,9,2
"14827",39,14,1,55,6,3,1,2008,2008,9,1
"14828",31,4,1,34,6,1,0,2008,2008,9,3
"14829",32,0,1,28,3,1,0,2008,2008,9,2
"14832",26,7,1,29,7,1,0,2008,2008,9,2
"14833",32,7,1,27,7,2,0,2008,2008,9,2
"14834",26,15,1,28,6,1,0,2008,2008,9,2
"14835",32,8,1,33,6,1,0,2008,2008,9,3
"14836",17,11,1,23,7,2,0,2008,2008,9,2
"14837",32,12,1,40,10,1,0,2008,2008,9,3
"14838",18,2,1,20,2,1,0,2008,2008,9,2
"14839",33,7,1,27,7,1,0,2008,2008,9,2
"14846",40,10,1,35,14,2,0,2008,2008,9,3
"14851",24,9,1,27,12,3,0,2008,2008,9,2
"14853",43,9,1,33,6,6,0,2008,2008,9,3
"14857",38,10,1,35,14,2,0,2008,2008,9,3
"14859",18,13,1,23,10,3,2,2008,2008,9,2
"14861",19,6,1,17,6,2,0,2008,2008,9,2
"14862",44,6,1,44,1,2,1,2008,2008,9,1
"14865",23,14,1,26,11,2,0,2008,2008,9,2
"14869",35,7,1,40,11,4,1,2008,2008,9,3
"14871",27,0,1,30,7,4,0,2008,2008,9,2
"14873",47,6,1,30,10,2,0,2008,2008,9,3
"14876",30,0,1,30,6,1,0,2008,2008,9,2
"14887",27,6,1,25,6,2,0,2008,2008,9,2
"14897",21,0,1,30,4,2,0,2008,2008,9,2
"14901",24,6,1,29,6,3,0,2008,2008,9,2
"14906",22,3,1,60,2,2,0,2008,2008,9,3
"14907",17,0,1,24,0,2,0,2008,2008,9,2
"14908",18,7,1,19,7,3,0,2008,2008,9,2
"14911",48,7,1,54,23,9,0,2008,2008,9,1
"14914",42,0,1,18,7,2,1,2008,2008,9,2
"14915",37,7,1,37,7,4,0,2008,2008,9,3
"14917",33,15,1,30,11,3,0,2008,2008,9,3
"14918",16,0,1,23,7,1,0,2008,2008,9,2
"14921",39,1,1,39,2,4,0,2008,2008,9,3
"14923",20,14,1,40,5,3,2,2008,2008,9,2
"14926",29,2,1,29,2,5,0,2008,2008,9,2
"14927",35,0,1,40,7,3,2,2008,2008,9,3
"14929",37,0,1,38,0,2,0,2008,2008,9,3
"14931",22,0,1,24,7,3,0,2007,2008,9,2
"14934",26,0,1,27,2,5,0,2008,2008,9,2
"14940",38,8,1,43,10,2,0,2008,2008,9,3
"14942",20,6,1,24,10,1,0,2008,2008,9,2
"14945",18,11,1,18,14,1,0,2008,2008,9,2
"14946",49,0,1,55,2,2,1,2008,2008,9,1
"14947",49,15,1,41,23,2,1,2008,2008,9,1
"14950",43,0,1,45,0,3,0,2008,2008,9,1
"14954",29,3,1,31,6,5,0,2008,2008,9,2
"14957",32,0,1,38,3,5,3,2008,2008,9,3
"14959",16,14,1,18,14,2,1,2008,2008,9,2
"14961",30,0,1,32,1,5,2,2008,2008,9,3
"14964",26,7,1,29,7,3,0,2008,2008,9,2
"14965",23,7,1,30,7,2,0,2008,2008,9,2
"14968",44,0,1,45,7,3,0,2008,2008,9,1
"14970",24,7,1,30,7,2,0,2008,2008,9,2
"14971",26,7,1,30,7,3,0,2008,2008,9,2
"14974",78,0,1,45,7,3,0,2008,2008,9,1
"14977",32,0,1,30,7,4,0,2008,2008,9,3
"14978",34,7,1,35,7,3,0,2008,2008,9,3
"14979",28,0,1,37,7,4,0,2008,2008,9,3
"14989",39,0,1,45,7,4,0,2008,2008,9,3
"14990",34,0,2,30,0,3,0,2008,2008,9,3
"14992",35,7,1,30,7,5,4,2008,2008,9,3
"14996",17,7,2,19,7,1,0,2008,2008,9,2
"14997",53,0,1,51,0,3,0,2008,2008,9,1
"14998",29,6,1,27,6,4,0,2008,2008,9,2
"15004",24,7,1,30,7,1,0,2008,2008,9,2
"15005",28,15,1,32,15,2,0,2008,2008,9,2
"15006",38,7,1,40,7,3,0,2008,2008,9,3
"15008",23,10,1,26,10,3,0,2008,2008,9,2
"15009",18,0,1,43,7,2,0,2008,2008,9,3
"15010",23,11,1,24,11,2,0,2008,2008,9,2
"15011",30,15,1,32,14,3,0,2008,2008,9,3
"15012",26,7,1,26,7,1,0,2008,2008,9,2
"15013",28,15,1,28,15,1,0,2008,2008,9,2
"15014",27,15,1,37,23,1,0,2008,2008,9,3
"15015",29,11,1,27,7,1,0,2008,2008,9,2
"15017",40,7,1,40,7,5,0,2008,2008,9,3
"15018",31,15,1,36,23,1,0,2006,2008,9,3
"15020",25,8,1,25,10,1,0,2008,2008,9,2
"15022",20,7,1,22,7,2,1,2008,2008,9,2
"15024",17,6,1,31,7,2,1,2008,2008,9,2
"15026",22,7,1,22,0,3,0,2008,2008,9,2
"15034",22,7,1,28,7,1,0,2008,2008,9,2
"15036",46,7,1,44,7,2,1,2008,2008,9,1
"15037",37,0,1,33,0,1,0,2008,2008,9,3
"15038",24,0,1,26,7,1,0,2008,2008,9,2
"15039",18,0,1,19,7,3,0,2008,2008,9,2
"15040",53,0,1,54,7,3,0,2008,2008,9,1
"15046",29,0,1,35,7,5,0,2008,2008,9,3
"15047",29,0,1,32,7,8,0,2008,2008,9,3
"15048",39,7,1,38,7,3,0,2008,2008,9,3
"15049",26,5,1,36,6,1,0,2008,2008,9,3
"15050",25,0,1,28,0,1,0,2008,2008,9,2
"15051",36,0,1,39,4,1,0,2008,2008,9,3
"15052",27,3,1,31,1,1,0,2008,2008,9,2
"15053",43,8,1,41,15,8,6,2008,2008,9,3
"15055",23,11,1,25,7,2,0,2008,2008,9,2
"15056",36,7,1,34,7,1,0,2008,2008,9,3
"15057",36,0,1,41,7,5,1,2008,2008,9,3
"15058",27,15,1,32,11,1,0,2008,2008,9,2
"15059",43,0,1,46,7,1,0,2008,2008,9,1
"15060",72,0,2,55,7,1,0,2008,2008,9,1
"15062",25,3,1,28,7,2,1,2008,2008,9,2
"15063",25,0,1,25,7,1,0,2008,2008,9,2
"15065",24,7,1,30,7,1,0,2008,2008,9,2
"15068",23,0,1,22,6,2,0,2008,2008,9,2
"15069",25,6,1,27,6,1,0,2008,2008,9,2
"15070",15,6,1,23,6,1,0,2008,2008,9,2
"15071",20,8,1,23,3,2,0,2008,2008,9,2
"15072",26,3,1,33,5,5,0,2008,2008,9,2
"15073",27,3,1,25,6,5,0,2008,2008,9,2
"15074",19,0,1,25,4,1,0,2008,2008,9,2
"15075",22,6,1,27,6,1,0,2008,2008,9,2
"15076",36,0,1,36,3,7,0,2008,2008,9,3
"15077",22,7,2,25,7,2,0,2008,2008,9,2
"15078",22,11,1,25,10,3,0,2008,2008,9,2
"15079",33,0,1,52,3,1,0,2008,2008,9,3
"15081",33,4,1,36,5,1,0,2008,2008,9,3
"15082",29,0,1,31,0,1,0,2008,2008,9,2
"15083",46,0,1,47,0,1,0,2008,2008,9,1
"15084",47,7,1,60,7,3,2,2008,2008,9,1
"15086",42,7,1,56,0,8,0,2008,2008,9,1
"15087",22,7,1,26,1,4,0,2008,2008,9,2
"15089",30,23,1,36,7,2,0,2008,2008,9,3
"15090",26,23,1,34,16,3,0,2008,2008,9,2
"15091",33,0,1,34,0,1,0,2008,2008,9,3
"15092",57,11,1,58,11,3,0,2008,2008,9,1
"15093",37,0,1,38,0,1,0,2008,2008,9,3
"15094",23,11,1,25,11,2,0,2008,2008,9,2
"15095",16,0,1,18,0,1,0,2008,2008,9,2
"15096",40,0,1,42,0,2,0,2008,2008,9,3
"15097",16,7,1,17,7,2,0,2008,2008,9,2
"15098",20,7,1,41,7,1,0,2008,2008,9,3
"15099",17,0,1,20,6,1,0,2008,2008,9,2
"15100",32,7,1,32,7,7,1,2008,2008,9,3
"15101",30,11,1,32,15,1,0,2008,2008,9,3
"15103",43,7,1,47,11,1,0,2008,2008,9,1
"15104",29,0,1,31,7,1,0,2008,2008,9,2
"15105",24,10,1,32,10,2,0,2008,2008,9,2
"15106",43,10,1,30,14,3,0,2008,2008,9,3
"15108",29,6,1,25,10,3,0,2008,2008,9,2
"15109",22,14,1,45,0,1,0,2008,2008,9,3
"15110",30,14,1,38,14,2,0,2008,2008,9,3
"15112",22,14,1,27,18,3,0,2008,2008,9,2
"15113",56,6,1,58,6,1,0,2008,2008,9,1
"15114",30,14,1,38,14,4,0,2008,2008,9,3
"15116",26,0,1,30,3,2,0,2008,2008,9,2
"15117",41,0,1,37,0,4,0,2008,2008,9,3
"15119",32,7,1,27,7,1,0,2008,2008,9,2
"15124",36,0,1,40,7,2,0,2008,2008,9,3
"15125",19,7,1,28,11,2,0,2008,2008,9,2
"15137",28,15,1,34,23,3,0,2008,2008,9,3
"15139",33,15,1,32,15,1,0,2008,2008,9,3
"15140",28,23,1,28,11,3,0,2008,2008,9,2
"15145",23,0,1,23,11,1,0,2008,2008,9,2
"15146",22,7,1,26,7,1,0,2008,2008,9,2
"15151",29,11,1,30,11,1,0,2008,2008,9,2
"15154",34,7,1,36,11,1,0,2008,2008,9,3
"15157",26,0,1,29,7,4,0,2008,2008,9,2
"15166",56,6,1,56,2,1,0,2008,2008,9,1
"15174",55,0,1,70,0,2,0,2008,2008,9,1
"15184",32,15,1,35,15,3,0,2008,2008,9,3
"15188",26,15,1,34,11,3,1,2008,2008,9,2
"15189",25,6,1,30,9,3,0,2008,2008,9,2
"15190",20,0,1,22,7,2,0,2008,2008,9,2
"15192",43,0,1,43,0,1,0,2008,2008,9,1
"15193",18,7,1,16,7,1,0,2008,2008,9,2
"15194",21,0,1,40,15,1,0,2008,2008,9,3
"15195",31,2,1,34,3,3,0,2008,2008,9,3
"15196",19,3,1,24,6,3,0,2008,2008,9,2
"15199",27,15,1,33,15,2,0,2008,2008,9,2
"15200",29,15,1,41,15,3,0,2008,2008,9,3
"15201",38,0,1,37,7,5,3,2008,2008,9,3
"15210",36,7,1,37,7,5,0,2008,2008,9,3
"15211",44,0,1,44,3,5,0,2008,2008,9,1
"15213",23,7,1,56,0,2,0,2006,2008,9,3
"15215",29,11,1,37,15,1,0,2008,2008,9,3
"15220",26,0,1,32,0,4,0,2008,2008,9,2
"15223",16,10,1,20,14,1,0,2008,2008,9,2
"15224",41,2,1,45,4,5,2,2008,2008,9,1
"15225",20,15,1,23,10,2,0,2008,2008,9,2
"15226",21,6,1,24,6,1,0,2008,2008,9,2
"15227",36,3,1,36,3,1,0,2008,2008,9,3
"15228",20,14,1,22,10,1,0,2008,2008,9,2
"15229",18,4,1,29,10,2,0,2008,2008,9,2
"15230",21,3,1,27,8,7,2,2008,2008,9,2
"15231",26,5,1,25,10,2,0,2008,2008,9,2
"15232",27,6,1,38,10,5,2,2008,2008,9,3
"15233",27,6,1,28,6,5,1,2008,2008,9,2
"15234",25,3,1,32,10,1,0,2008,2008,9,2
"15235",30,4,1,29,6,5,1,2008,2008,9,2
"15236",39,5,1,61,14,6,0,2008,2008,9,1
"15237",34,4,1,34,6,5,2,2008,2008,9,3
"15238",24,6,1,26,14,11,2,2008,2008,9,2
"15239",32,10,1,28,14,1,0,2008,2008,9,2
"15240",19,3,1,20,5,1,0,2008,2008,9,2
"15241",66,0,1,25,3,1,0,2008,2008,9,1
"15242",26,14,1,23,9,1,0,2008,2008,9,2
"15243",20,6,1,21,4,1,0,2008,2008,9,2
"15244",25,9,1,44,5,1,0,2008,2008,9,3
"15245",21,14,1,19,10,1,0,2008,2008,9,2
"15246",20,10,1,21,14,1,0,2008,2008,9,2
"15247",58,0,2,43,3,1,0,2008,2008,9,1
"15248",30,10,1,32,3,1,0,2008,2008,9,3
"15249",23,2,1,23,6,1,0,2008,2008,9,2
"15250",80,3,2,35,9,1,0,2008,2008,9,1
"15251",36,1,1,36,3,5,2,2008,2008,9,3
"15252",62,0,1,73,0,1,0,2008,2008,9,1
"15253",48,14,1,52,14,1,0,2008,2008,9,1
"15254",35,6,1,37,14,1,0,2008,2008,9,3
"15255",38,3,1,38,0,1,0,2008,2008,9,3
"15256",21,8,1,26,8,4,1,2008,2008,9,2
"15257",41,6,1,20,10,4,1,2008,2008,9,2
"15258",33,6,1,35,6,4,3,2008,2008,9,3
"15259",43,2,1,43,13,6,0,2008,2008,9,1
"15260",29,0,1,28,11,4,0,2008,2008,9,2
"15261",53,3,1,30,14,2,0,2008,2008,9,1
"15262",32,6,1,33,10,1,0,2008,2008,9,3
"15263",19,6,1,21,9,1,0,2008,2008,9,2
"15264",40,1,1,36,13,4,0,2008,2008,9,3
"15265",61,2,1,37,0,2,0,2008,2008,9,1
"15266",45,7,1,37,7,1,0,2008,2008,9,3
"15267",24,6,1,22,6,1,0,2008,2008,9,2
"15268",32,14,1,39,10,1,0,2008,2008,9,3
"15269",20,0,1,21,6,1,0,2008,2008,9,2
"15270",25,6,1,28,3,1,0,2008,2008,9,2
"15271",40,0,1,41,6,2,0,2008,2008,9,3
"15272",38,0,1,45,2,1,0,2008,2008,9,3
"15273",32,8,1,31,0,1,0,2008,2008,9,3
"15274",31,7,1,32,7,4,0,2008,2008,9,3
"15275",39,0,1,42,0,3,0,2008,2008,9,3
"15276",21,0,1,23,0,1,0,2008,2008,9,2
"15277",18,7,1,19,7,1,0,2008,2008,9,2
"15278",18,5,1,22,10,1,0,2008,2008,9,2
"15279",18,9,1,30,0,1,0,2008,2008,9,2
"15280",27,9,1,29,13,1,0,2008,2008,9,2
"15282",37,13,1,43,9,6,1,2008,2008,9,3
"15283",33,5,1,37,6,5,2,2008,2008,9,3
"15284",20,13,1,26,13,3,0,2008,2008,9,2
"15285",50,0,1,51,3,2,1,2008,2008,9,1
"15286",28,21,1,18,8,2,0,2008,2008,9,2
"15287",29,11,1,30,15,1,0,2008,2008,9,2
"15288",68,0,1,30,2,1,0,2008,2008,9,1
"15289",29,14,1,29,14,3,0,2008,2008,9,2
"15290",52,0,1,52,7,5,0,2008,2008,9,1
"15291",55,0,1,65,3,1,0,2008,2008,9,1
"15292",37,3,1,43,5,1,0,2008,2008,9,3
"15293",40,0,1,40,0,8,0,2008,2008,9,3
"15295",23,10,1,22,10,1,0,2008,2008,9,2
"15296",44,1,1,46,4,1,0,2008,2008,9,1
"15297",33,8,1,44,7,2,1,2008,2008,9,3
"15298",36,0,1,58,7,1,0,2008,2008,9,1
"15301",16,6,2,40,0,1,0,2008,2008,9,2
"15302",23,6,1,27,10,4,0,2008,2008,9,2
"15303",44,0,1,55,0,1,0,2008,2008,9,1
"15304",36,14,1,26,6,1,0,2008,2008,9,2
"15305",55,0,1,54,0,4,0,2008,2008,9,1
"15306",25,10,1,22,3,3,0,2008,2008,9,2
"15307",27,9,1,29,13,2,0,2008,2008,9,2
"15308",14,4,2,34,14,1,0,2008,2008,9,2
"15309",32,6,1,33,14,4,0,2008,2008,9,3
"15310",53,0,1,48,6,1,0,2008,2008,9,1
"15311",36,0,1,46,2,5,0,2008,2008,9,3
"15312",26,3,1,24,10,1,0,2008,2008,9,2
"15314",42,0,1,44,6,1,0,2008,2008,9,1
"15315",38,4,1,40,6,5,0,2008,2008,9,3
"15316",19,0,1,29,0,1,0,2008,2008,9,2
"15320",38,0,1,40,0,1,0,2008,2008,9,3
"15321",45,7,1,50,7,5,1,2008,2008,9,1
"15322",30,0,1,36,3,4,0,2008,2008,9,3
"15324",39,7,1,40,11,1,0,2008,2008,9,3
"15325",38,7,1,40,7,3,0,2008,2008,9,3
"15326",61,7,1,63,7,1,0,2008,2008,9,1
"15327",38,7,1,40,7,1,0,2008,2008,9,3
"15328",47,0,1,47,0,1,0,2008,2008,9,1
"15329",24,0,1,26,0,1,0,2008,2008,9,2
"15330",33,0,1,36,0,1,0,2008,2008,9,3
"15331",25,11,1,27,11,1,0,2008,2008,9,2
"15332",38,0,1,40,7,1,0,2008,2008,9,3
"15333",28,7,1,30,11,1,0,2008,2008,9,2
"15334",26,7,1,28,7,1,0,2008,2008,9,2
"15335",34,7,1,36,7,1,0,2008,2008,9,3
"15336",32,7,1,34,7,1,0,2008,2008,9,3
"15337",53,7,1,55,7,1,0,2008,2008,9,1
"15338",23,7,1,26,7,1,0,2008,2008,9,2
"15340",31,13,1,32,10,2,0,2008,2008,9,3
"15341",26,14,1,36,21,1,0,2008,2008,9,3
"15342",31,14,1,39,14,1,0,2008,2008,9,3
"15343",31,14,1,39,21,5,0,2008,2008,9,3
"15344",23,0,1,50,10,2,0,2008,2008,9,3
"15345",38,0,1,38,3,5,0,2008,2008,9,3
"15346",17,9,1,20,10,1,0,2008,2008,9,2
"15347",20,6,1,21,6,1,0,2008,2008,9,2
"15348",38,10,1,46,10,2,0,2008,2008,9,3
"15350",23,10,1,19,10,1,0,2008,2008,9,2
"15351",32,10,1,25,10,1,0,2008,2008,9,2
"15352",40,14,1,44,14,3,0,2008,2008,9,3
"15353",26,0,1,27,10,2,0,2007,2008,9,2
"15354",19,14,1,45,10,6,0,2008,2008,9,3
"15355",35,6,1,25,6,1,0,2008,2008,9,2
"15356",35,0,1,23,9,2,1,2008,2008,9,2
"15357",29,10,1,30,6,5,0,2008,2008,9,2
"15359",44,3,1,55,3,1,0,2007,2008,9,1
"15360",43,10,1,34,10,1,0,2008,2008,9,3
"15361",22,6,1,20,6,2,0,2008,2008,9,2
"15362",35,10,1,40,6,1,0,2008,2008,9,3
"15363",27,14,1,30,10,4,0,2008,2008,9,2
"15364",28,10,1,36,14,4,0,2008,2008,9,3
"15365",47,0,1,56,15,4,0,2008,2008,9,1
"15366",42,0,1,48,0,7,4,2008,2008,9,1
"15367",65,0,1,65,0,2,1,2008,2008,9,1
"15368",38,6,1,38,6,1,0,2008,2008,9,3
"15369",37,7,1,47,7,1,0,2008,2008,9,3
"15370",24,2,1,34,6,2,0,2008,2008,9,2
"15371",38,3,1,42,3,7,1,2008,2008,9,3
"15372",27,0,1,30,7,1,0,2008,2008,9,2
"15374",38,2,1,42,3,5,0,2008,2008,9,3
"15376",46,0,2,24,7,3,1,2008,2008,9,3
"15377",34,7,1,37,0,4,0,2008,2008,9,3
"15378",34,7,1,37,7,1,0,2008,2008,9,3
"15379",24,5,1,29,0,1,0,2008,2008,9,2
"15381",18,6,1,23,4,2,0,2008,2008,9,2
"15382",37,7,1,30,7,1,0,2008,2008,9,3
"15383",33,10,1,36,9,1,0,2008,2008,9,3
"15384",53,6,1,55,0,1,0,2008,2008,9,1
"15385",24,6,1,25,10,1,0,2008,2008,9,2
"15387",38,1,1,38,3,1,0,2008,2008,9,3
"15388",28,7,1,30,7,4,0,2008,2008,9,2
"15391",33,7,1,36,23,3,0,2008,2008,9,3
"15393",21,0,1,24,0,1,0,2008,2008,9,2
"15394",21,10,1,25,9,1,0,2008,2008,9,2
"15395",23,0,1,23,4,1,0,2008,2008,9,2
"15396",36,0,1,36,10,1,0,2008,2008,9,3
"15398",36,0,1,40,0,1,0,2008,2008,9,3
"15399",24,5,1,28,9,1,0,2008,2008,9,2
"15402",39,14,1,42,21,1,0,2008,2008,9,3
"15403",23,10,1,26,10,1,0,2008,2008,9,2
"15404",25,0,1,39,3,1,0,2008,2008,9,3
"15405",32,14,1,36,14,1,0,2008,2008,9,3
"15406",45,6,1,50,4,1,0,2008,2008,9,1
"15408",26,14,1,33,14,1,0,2008,2008,9,2
"15413",25,13,1,27,10,4,3,2008,2008,9,2
"15415",35,3,1,37,3,8,0,2008,2008,9,3
"15416",50,2,1,55,3,6,4,2008,2008,9,1
